HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	FemaleMaturity_days	Male maturity_days	GestationPerIncubation_days	Weaning_days	LitterPerClutchSize	LittersPerClutchesPerYear	InterlitterPerInterbirthInterval	Birth weight_g	Weaning weight_g	AdultWeight_g	GrowthRatePerDay	MaximumLong_Years	Source	SpecimenOrigin	SampleSize	DataQuality	IMRperYear	MRDT_yrs	MetabolicRate_W	BodyMass_g	Temperature_K
3960	Animalia	Chordata	Teleostei	Perciformes	Rachycentridae	Rachycentron	canadum										37400		15	454	wild	medium	acceptable					
3961	Animalia	Chordata	Teleostei	Perciformes	Scaridae	Chlorurus	gibbus										2200		14	454	wild	medium	acceptable					
3962	Animalia	Chordata	Teleostei	Perciformes	Scaridae	Scarus	frenatus												20	454	wild	medium	acceptable					
3963	Animalia	Chordata	Teleostei	Perciformes	Scaridae	Scarus	ghobban												13	454	wild	medium	acceptable					
3964	Animalia	Chordata	Teleostei	Perciformes	Scaridae	Scarus	psittacus												5	454	wild	medium	acceptable					
3965	Animalia	Chordata	Teleostei	Perciformes	Scaridae	Scarus	rubroviolaceus												20	454	wild	medium	acceptable					
3966	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Aplodinotus	grunniens			2		50000					13292.5		13	454	wild	medium	acceptable					
3967	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Argyrosomus	japonicus										41250		30	454	wild	medium	acceptable					
3968	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Atractoscion	nobilis										22550		20	1	wild	medium	acceptable					
3969	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Cheilotrema	saturnum										385		20	454	wild	medium	acceptable					
3970	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Cynoscion	nebulosus										4356		18	454	wild	medium	acceptable					
3971	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Genyonemus	lineatus												15	1	wild	medium	acceptable					
3972	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Leiostomus	xanthurus										247.5		4	523	unknown	medium	acceptable					
3973	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Menticirrhus	undulatus										2145		8	454	wild	medium	acceptable					
3974	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Micropogonias	furnieri	1277	1277										7	454	wild	medium	acceptable					
3975	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Micropogonias	undulatus	365	365								1419		5	454	wild	medium	acceptable					
3976	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Pogonias	cromis										28215		43	454	wild	medium	acceptable					
3977	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Sciaenops	ocellatus	1642	1277								24750		50	454	wild	medium	acceptable					
3978	Animalia	Chordata	Teleostei	Perciformes	Sciaenidae	Totoaba	macdonaldi												15	1	wild	medium	acceptable					
3979	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Auxis	thazard												5	454	wild	medium	acceptable					
3980	Animalia	Chordata	Teleostei	Perciformes	Scombridae	Euthynnus	affinis										7700		10	454	wild	medium	acceptable					
